,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
66,226161,https://sofifa.com/player/226161/marcos-llorente-moreno/220002,Marcos Llorente,Marcos Llorente Moreno,"CM, RM, ST",86,89,88000000.0,95000.0,26,1995-01-30,184,74,240.0,Atlético de Madrid,Spain Primera Division,1.0,RM,14.0,,2019-07-01,2027.0,45,Spain,1362.0,RB,6.0,Right,4,3,3,High/Medium,Lean (170-185),Yes,187000000.0,#Playmaker ,Speed Dribbler (AI),88.0,80.0,81.0,82.0,78.0,82.0,74,81,67,86,64,82,73,58,83,84,86,90,82,86,69,84,69,90,79,79,83,82,87,86,64,83,79,80,74,13,6,6,11,15,,82+3,82+3,82+3,83,84,84,84,83,84+3,84+3,84+3,84+3,84+3,84+3,84+3,84+3,82+3,83+3,83+3,83+3,82+3,81+3,79+3,79+3,79+3,81+3,19+3,https://cdn.sofifa.net/players/226/161/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
14372,264126,https://sofifa.com/player/264126/marcos-corral-tapia/220002,Marcos,Marcos Corral Tapia,CAM,62,70,900000.0,1000.0,22,1999-04-02,160,60,113981.0,UD Ibiza,Spanish Segunda División,2.0,RES,27.0,,2021-02-01,2022.0,45,Spain,,,,Right,3,3,1,Medium/Medium,Normal (170-),No,1600000.0,,,75.0,49.0,63.0,64.0,44.0,38.0,57,46,20,66,48,63,58,55,65,64,74,75,78,57,77,50,32,46,29,52,52,52,53,67,53,42,40,49,44,9,8,7,14,6,,52+2,52+2,52+2,62,59,59,59,62,62+2,62+2,62+2,62+2,60+2,60+2,60+2,62+2,56+2,54+2,54+2,54+2,56+2,53+2,45+2,45+2,45+2,53+2,14+2,https://cdn.sofifa.net/players/264/126/22_120.png,https://cdn.sofifa.net/teams/113981/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
82,193747,https://sofifa.com/player/193747/jorge-resurreccion/220002,Koke,Jorge Resurrección Merodio,"CM, CDM",85,85,52500000.0,90000.0,29,1992-01-08,176,75,240.0,Atlético de Madrid,Spain Primera Division,1.0,RCM,6.0,,2011-01-01,2024.0,45,Spain,1362.0,RCM,8.0,Right,4,3,3,Medium/Medium,Normal (170-185),Yes,107600000.0,#Playmaker ,"Leadership, Playmaker (AI), Team Player",70.0,75.0,85.0,81.0,79.0,80.0,85,72,61,86,56,80,85,76,84,83,72,69,73,88,82,83,59,93,75,80,79,83,83,86,67,86,82,81,70,14,12,5,10,13,,77+3,77+3,77+3,80,81,81,81,80,82+3,82+3,82+3,82+3,84+1,84+1,84+1,82+3,82+3,83+2,83+2,83+2,82+3,80+3,77+3,77+3,77+3,80+3,20+3,https://cdn.sofifa.net/players/193/747/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
9800,264240,https://sofifa.com/player/264240/pablo-martin-paez-gavira/220002,Gavi,Pablo Martín Páez Gavira,CM,66,85,2100000.0,4000.0,16,2004-08-05,173,68,241.0,FC Barcelona,Spain Primera Division,1.0,RES,30.0,,2020-07-01,2023.0,45,Spain,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,5600000.0,,,66.0,53.0,67.0,69.0,50.0,48.0,59,55,38,73,46,67,65,47,69,70,68,64,77,64,78,49,48,52,44,53,54,58,59,70,51,68,49,53,44,8,10,11,7,13,,57+2,57+2,57+2,65,63,63,63,65,67+2,67+2,67+2,65+2,66+2,66+2,66+2,65+2,59+2,60+2,60+2,60+2,59+2,57+2,52+2,52+2,52+2,57+2,16+2,https://cdn.sofifa.net/players/264/240/22_120.png,https://cdn.sofifa.net/teams/241/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
182,220834,https://sofifa.com/player/220834/marco-asensio-willemsen/220002,Marco Asensio,Marco Asensio Willemsen,"RW, LW",83,86,48000000.0,190000.0,25,1996-01-21,182,76,243.0,Real Madrid CF,Spain Primera Division,1.0,SUB,11.0,,2015-07-01,2023.0,45,Spain,,,,Left,3,4,3,High/Medium,Normal (170-185),Yes,102000000.0,,Long Shot Taker (AI),82.0,80.0,81.0,83.0,43.0,62.0,81,77,57,81,79,84,84,76,80,86,83,81,80,78,75,86,58,76,63,83,45,45,80,81,62,82,40,42,39,13,9,6,12,10,,78+3,78+3,78+3,82,81,81,81,82,82+3,82+3,82+3,81+3,77+3,77+3,77+3,81+3,66+3,63+3,63+3,63+3,66+3,62+3,52+3,52+3,52+3,62+3,18+3,https://cdn.sofifa.net/players/220/834/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
67,231866,https://sofifa.com/player/231866/rodrigo-hernandez-cascante/220002,Rodri,Rodrigo Hernández Cascante,CDM,86,89,81000000.0,175000.0,25,1996-06-22,191,82,10.0,Manchester City,English Premier League,1.0,CDM,16.0,,2019-07-04,2024.0,45,Spain,1362.0,SUB,16.0,Right,4,3,3,Medium/High,Normal (185+),Yes,155900000.0,,Solid Player,61.0,70.0,77.0,78.0,82.0,82.0,63,64,78,85,59,78,65,54,83,82,60,62,65,80,65,83,72,87,82,76,76,83,75,81,46,83,83,84,78,10,10,7,14,8,,75+3,75+3,75+3,74,76,76,76,74,78+3,78+3,78+3,76+3,82+3,82+3,82+3,76+3,78+3,83+3,83+3,83+3,78+3,78+3,81+3,81+3,81+3,78+3,18+3,https://cdn.sofifa.net/players/231/866/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1362/60.png,https://cdn.sofifa.net/flags/es.png
548,198329,https://sofifa.com/player/198329/rodrigo-moreno-machado/220002,Rodrigo,Rodrigo Moreno Machado,"CAM, ST, CM",79,79,17000000.0,83000.0,30,1991-03-06,182,77,8.0,Leeds United,English Premier League,1.0,SUB,19.0,,2020-08-29,2024.0,45,Spain,,,,Left,3,4,3,High/Medium,Lean (170-185),Yes,32300000.0,,"Finesse Shot, Playmaker (AI), Technical Dribbler (AI)",86.0,78.0,75.0,79.0,45.0,71.0,77,78,78,79,75,79,83,67,62,81,87,86,79,79,74,82,77,75,69,76,68,33,78,77,77,80,46,43,40,7,13,10,11,5,,79,79,79,80-1,80-1,80-1,80-1,80-1,79,79,79,79,72+3,72+3,72+3,79,64+3,61+3,61+3,61+3,64+3,62+3,57+3,57+3,57+3,62+3,17+3,https://cdn.sofifa.net/players/198/329/22_120.png,https://cdn.sofifa.net/teams/8/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/es.png
5047,228828,https://sofifa.com/player/228828/rodrigo-tarin-higon/220002,Rodri Tarín,Rodrigo Tarín Higón,"CB, RB",70,77,3000000.0,6000.0,24,1996-07-05,182,77,100888.0,CD Leganés,Spanish Segunda División,2.0,SUB,15.0,,2018-07-02,2023.0,45,Spain,,,,Right,3,2,1,Medium/Medium,Normal (170-185),No,5400000.0,,"Injury Prone, Dives Into Tackles (AI)",76.0,36.0,52.0,61.0,70.0,71.0,47,24,66,66,29,58,33,30,52,68,71,80,59,70,41,59,73,63,76,44,70,73,21,42,40,56,69,71,68,13,13,14,9,8,,52+2,52+2,52+2,54,53,53,53,54,54+2,54+2,54+2,56+2,57+2,57+2,57+2,56+2,66+2,66+2,66+2,66+2,66+2,68+2,70+2,70+2,70+2,68+2,17+2,https://cdn.sofifa.net/players/228/828/22_120.png,https://cdn.sofifa.net/teams/100888/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
5061,229991,https://sofifa.com/player/229991/francisco-jose-villalba-rodrigo/220002,Fran Villalba,Francisco José Villalba Rodrigo,"LM, CAM, CM",70,74,2300000.0,11000.0,23,1998-05-11,172,63,459.0,Real Sporting de Gijón,Spanish Segunda División,2.0,CAM,21.0,Birmingham City,,2022.0,45,Spain,,,,Right,3,3,1,Medium/Medium,Lean (170-185),No,,,"Finesse Shot, Flair, Technical Dribbler (AI)",69.0,63.0,71.0,73.0,48.0,40.0,66,66,37,72,51,71,76,73,69,73,71,67,85,68,90,58,39,54,35,66,37,52,64,72,57,64,51,49,39,9,10,14,5,14,,62+2,62+2,62+2,70,68,68,68,70,70+2,70+2,70+2,69+2,67+2,67+2,67+2,69+2,60+2,58+2,58+2,58+2,60+2,57+2,48+2,48+2,48+2,57+2,16+2,https://cdn.sofifa.net/players/229/991/22_120.png,https://cdn.sofifa.net/teams/459/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
5451,259681,https://sofifa.com/player/259681/rodrigo-sanchez-rodriguez/220002,Rodri,Rodrigo Sánchez Rodríguez,"LM, CAM, CM",70,82,3900000.0,9000.0,21,2000-05-16,168,62,449.0,Real Betis Balompié,Spain Primera Division,1.0,RES,28.0,,2019-07-01,2022.0,45,Spain,,,,Left,4,3,1,High/Medium,Normal (170-),No,9000000.0,,"Finesse Shot, Flair, Playmaker (AI), Technical Dribbler (AI)",73.0,65.0,65.0,72.0,37.0,53.0,62,65,47,72,38,73,34,40,66,72,77,70,76,68,81,69,60,54,50,73,56,35,65,68,43,50,32,40,41,11,12,11,13,13,,65+2,65+2,65+2,70,69,69,69,70,70+2,70+2,70+2,69+2,65+2,65+2,65+2,69+2,56+2,54+2,54+2,54+2,56+2,53+2,47+2,47+2,47+2,53+2,18+2,https://cdn.sofifa.net/players/259/681/22_120.png,https://cdn.sofifa.net/teams/449/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
9616,252324,https://sofifa.com/player/252324/rodrigo-riquelme-reche/220002,Riquelme,Rodrigo Riquelme Reche,"RM, LM",66,80,2100000.0,9000.0,21,2000-04-02,174,66,110069.0,CD Mirandés,Spanish Segunda División,2.0,SUB,22.0,Atlético de Madrid,,2022.0,45,Spain,,,,Right,3,3,1,Medium/Medium,Normal (170-185),No,,,,76.0,62.0,57.0,69.0,40.0,53.0,49,65,49,63,61,69,49,44,55,68,76,76,77,64,79,58,55,57,48,61,58,41,66,63,55,62,37,39,38,9,10,8,9,12,,63+2,63+2,63+2,66,66,66,66,66,66+2,66+2,66+2,65+2,61+2,61+2,61+2,65+2,54+2,52+2,52+2,52+2,54+2,52+2,47+2,47+2,47+2,52+2,16+2,https://cdn.sofifa.net/players/252/324/22_120.png,https://cdn.sofifa.net/teams/110069/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
375,234153,https://sofifa.com/player/234153/carlos-soler-barragan/220002,Carlos Soler,Carlos Soler Barragán,"CM, RM, LM",81,88,51500000.0,39000.0,24,1997-01-02,180,76,461.0,Valencia CF,Spain Primera Division,1.0,RM,10.0,,2015-07-01,2023.0,45,Spain,,,,Right,4,3,2,Medium/Medium,Lean (170-185),Yes,118500000.0,,"Early Crosser, Long Shot Taker (AI), Team Player",78.0,77.0,82.0,79.0,71.0,71.0,77,78,56,85,66,80,80,82,82,81,75,80,75,83,73,77,58,81,70,76,65,74,78,81,86,76,67,79,68,6,14,7,13,11,,76+2,76+2,76+2,80,79,79,79,80,81+2,81+2,81+2,80+2,81+2,81+2,81+2,80+2,77+2,77+2,77+2,77+2,77+2,76+2,71+2,71+2,71+2,76+2,19+2,https://cdn.sofifa.net/players/234/153/22_120.png,https://cdn.sofifa.net/teams/461/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
1148,162895,https://sofifa.com/player/162895/francesc-fabregas-i-soler/220002,Cesc Fàbregas,Francesc Fàbregas i Soler,"CM, CAM, CDM",76,76,3500000.0,44000.0,34,1987-05-04,179,76,69.0,AS Monaco,French Ligue 1,1.0,SUB,4.0,,2019-01-11,2022.0,45,Spain,,,,Right,3,3,4,Medium/Medium,Normal (170-),Yes,6700000.0,,"Leadership, Long Passer (AI), Playmaker (AI)",40.0,67.0,81.0,75.0,62.0,55.0,74,63,57,83,68,75,78,79,82,80,42,38,62,76,70,70,50,41,62,68,54,64,68,86,78,84,68,58,53,6,10,8,15,15,,66+3,66+3,66+3,70,71,71,71,70,74+2,74+2,74+2,70+3,75+1,75+1,75+1,70+3,64+3,69+3,69+3,69+3,64+3,61+3,62+3,62+3,62+3,61+3,18+3,https://cdn.sofifa.net/players/162/895/22_120.png,https://cdn.sofifa.net/teams/69/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/es.png
3211,193844,https://sofifa.com/player/193844/francisco-portillo-soler/220002,Portillo,Francisco Portillo Soler,"RM, LM",72,72,1900000.0,9000.0,31,1990-06-13,169,60,1861.0,Unión Deportiva Almería,Spanish Segunda División,2.0,SUB,8.0,,2021-07-22,2023.0,45,Spain,,,,Right,3,3,1,Medium/Medium,Normal (170-),No,3000000.0,,,64.0,69.0,74.0,73.0,55.0,62.0,75,70,59,74,64,73,76,63,72,71,66,63,74,72,82,68,56,65,63,69,57,56,73,75,62,70,52,56,53,14,15,8,16,11,,69+2,69+2,69+2,72,71,71,71,72,72,72,72,71+1,71+1,71+1,71+1,71+1,64+2,64+2,64+2,64+2,64+2,62+2,59+2,59+2,59+2,62+2,20+2,https://cdn.sofifa.net/players/193/844/22_120.png,https://cdn.sofifa.net/teams/1861/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
8520,254320,https://sofifa.com/player/254320/jorge-padilla-soler/220002,Jorge Padilla,Jorge Padilla Soler,"ST, CAM",67,80,2500000.0,3000.0,20,2001-04-23,175,66,1853.0,Levante Unión Deportiva,Spain Primera Division,1.0,RES,32.0,CD Tenerife,,2022.0,45,Spain,,,,Right,3,3,1,High/High,Lean (170-185),No,,,"Flair, Technical Dribbler (AI)",81.0,68.0,53.0,71.0,32.0,58.0,47,69,58,63,65,70,41,37,45,68,84,78,80,61,81,72,82,66,56,64,46,12,65,55,65,70,32,35,32,14,9,12,7,12,,67+2,67+2,67+2,66,67,67,67,66,65+2,65+2,65+2,65+2,57+2,57+2,57+2,65+2,50+2,45+2,45+2,45+2,50+2,48+2,43+2,43+2,43+2,48+2,16+2,https://cdn.sofifa.net/players/254/320/22_120.png,https://cdn.sofifa.net/teams/1853/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/es.png
12598,231016,https://sofifa.com/player/231016/ian-pino-soler/220002,Ian Soler,Ían Pino Soler,CB,63,68,625000.0,2000.0,25,1996-01-23,188,80,110749.0,Zagłębie Lubin,Polish T-Mobile Ekstraklasa,1.0,LCB,32.0,,2021-07-05,2023.0,45,Spain,,,,Right,3,2,1,Low/Medium,Lean (185+),No,891000.0,,,59.0,33.0,45.0,46.0,63.0,66.0,38,24,63,60,40,35,31,30,50,54,63,56,57,56,57,51,70,54,75,32,58,64,21,31,42,47,63,64,62,8,6,15,15,15,,45+2,45+2,45+2,43,42,42,42,43,44+2,44+2,44+2,45+2,48+2,48+2,48+2,45+2,56+2,59+2,59+2,59+2,56+2,58+2,63+2,63+2,63+2,58+2,16+2,https://cdn.sofifa.net/players/231/016/22_120.png,https://cdn.sofifa.net/teams/110749/60.png,https://cdn.sofifa.net/flags/pl.png,,https://cdn.sofifa.net/flags/es.png
