,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
4,192985,https://sofifa.com/player/192985/kevin-de-bruyne/220002,K. De Bruyne,Kevin De Bruyne,"CM, CAM",91,91,125500000.0,350000.0,30,1991-06-28,181,70,10.0,Manchester City,English Premier League,1.0,RCM,17.0,,2015-08-30,2025.0,7,Belgium,1325.0,RCM,7.0,Right,5,4,4,High/High,Unique,Yes,232200000.0,"#Dribbler, #Playmaker, #Engine, #Distance Shooter, #Crosser, #Complete Midfielder","Injury Prone, Leadership, Early Crosser, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot",76.0,86.0,93.0,88.0,64.0,78.0,94,82,55,94,82,88,85,83,93,91,76,76,79,91,78,91,63,89,74,91,76,66,88,94,83,89,68,65,53,15,13,5,10,13,,83+3,83+3,83+3,88,87,87,87,88,89+2,89+2,89+2,89+2,89+2,89+2,89+2,89+2,79+3,80+3,80+3,80+3,79+3,75+3,69+3,69+3,69+3,75+3,21+3,https://cdn.sofifa.net/players/192/985/22_120.png,https://cdn.sofifa.net/teams/10/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
129,216393,https://sofifa.com/player/216393/youri-tielemans/220002,Y. Tielemans,Youri Tielemans,"CM, CDM",84,87,57000000.0,125000.0,24,1997-05-07,176,72,95.0,Leicester City,English Premier League,1.0,RDM,8.0,,2019-07-08,2023.0,7,Belgium,1325.0,LCM,8.0,Right,5,4,2,Medium/Medium,Normal (170-185),Yes,112600000.0,#Playmaker ,"Solid Player, Long Passer (AI), Long Shot Taker (AI), Playmaker (AI)",63.0,79.0,86.0,80.0,71.0,72.0,82,74,67,89,78,79,81,78,88,85,67,59,67,83,77,87,66,81,69,86,68,74,80,87,73,86,70,73,69,6,8,10,14,12,,77+2,77+2,77+2,79,80,80,80,79,82+2,82+2,82+2,80+2,84+2,84+2,84+2,80+2,77+2,79+2,79+2,79+2,77+2,75+2,72+2,72+2,72+2,75+2,18+2,https://cdn.sofifa.net/players/216/393/22_120.png,https://cdn.sofifa.net/teams/95/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
121,208418,https://sofifa.com/player/208418/yannick-carrasco/220002,Y. Carrasco,Yannick Ferreira Carrasco,"LM, ST",84,84,45000000.0,81000.0,27,1993-09-04,185,73,240.0,Atlético de Madrid,Spain Primera Division,1.0,LM,21.0,,2020-09-08,2024.0,7,Belgium,1325.0,SUB,11.0,Right,4,4,3,High/High,Lean (185+),Yes,92300000.0,#Acrobat,"Flair, Long Shot Taker (AI), Speed Dribbler (AI)",88.0,81.0,78.0,85.0,45.0,67.0,81,81,53,79,70,88,81,79,73,85,89,88,87,80,73,85,71,80,61,82,65,43,80,77,81,79,44,47,35,9,11,9,10,10,,79+3,79+3,79+3,83,82,82,82,83,82+2,82+2,82+2,82+2,76+3,76+3,76+3,82+2,67+3,63+3,63+3,63+3,67+3,63+3,54+3,54+3,54+3,63+3,18+3,https://cdn.sofifa.net/players/208/418/22_120.png,https://cdn.sofifa.net/teams/240/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
100,175943,https://sofifa.com/player/175943/dries-mertens/220002,D. Mertens,Dries Mertens,"CF, ST, CAM",84,84,20500000.0,105000.0,34,1987-05-06,169,61,48.0,Napoli,Italian Serie A,1.0,SUB,14.0,,2013-07-01,2022.0,7,Belgium,1325.0,RF,14.0,Right,4,4,3,High/Low,Unique,Yes,34900000.0,"#Dribbler, #Acrobat","Finesse Shot, Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",85.0,82.0,80.0,88.0,34.0,50.0,73,84,40,84,70,88,82,82,72,88,90,80,93,80,92,80,58,66,37,81,59,36,82,84,79,81,23,40,40,7,10,8,10,4,,77+3,77+3,77+3,84,83,83,83,84,84,84,84,82+2,77+3,77+3,77+3,82+2,63+3,59+3,59+3,59+3,63+3,58+3,46+3,46+3,46+3,58+3,16+3,https://cdn.sofifa.net/players/175/943/22_120.png,https://cdn.sofifa.net/teams/48/60.png,https://cdn.sofifa.net/flags/it.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
231,203486,https://sofifa.com/player/203486/thorgan-hazard/220002,T. Hazard,Thorgan Hazard,"LM, CF",82,82,30500000.0,75000.0,28,1993-03-29,175,71,22.0,Borussia Dortmund,German 1. Bundesliga,1.0,SUB,10.0,,2019-07-01,2024.0,7,Belgium,1325.0,LM,16.0,Right,4,4,2,High/High,Lean (170-185),Yes,51900000.0,"#Dribbler, #Acrobat","Flair, Technical Dribbler (AI)",80.0,76.0,80.0,85.0,52.0,66.0,81,74,39,82,77,86,82,81,72,84,84,76,91,81,88,77,60,78,65,76,57,63,80,82,79,78,56,46,48,6,9,7,7,8,,75+2,75+2,75+2,82,80,80,80,82,81+1,81+1,81+1,81+1,78+2,78+2,78+2,81+1,71+2,68+2,68+2,68+2,71+2,67+2,58+2,58+2,58+2,67+2,16+2,https://cdn.sofifa.net/players/203/486/22_120.png,https://cdn.sofifa.net/teams/22/60.png,https://cdn.sofifa.net/flags/de.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
723,200155,https://sofifa.com/player/200155/hans-vanaken/220002,H. Vanaken,Hans Vanaken,"CM, CAM",78,78,14000000.0,29000.0,28,1992-08-24,195,80,231.0,Club Brugge KV,Belgian Jupiler Pro League,1.0,LCM,20.0,,2015-07-01,2025.0,7,Belgium,,,,Right,5,4,1,High/Medium,Lean (185+),No,19600000.0,#Aerial Threat,"Solid Player, Playmaker (AI), Team Player",47.0,78.0,79.0,75.0,59.0,73.0,74,80,78,82,79,77,77,75,76,82,38,54,57,78,40,75,36,88,76,75,57,61,82,84,80,86,58,55,50,13,6,9,15,11,,76+2,76+2,76+2,74,77,77,77,74,77+1,77+1,77+1,75+2,78,78,78,75+2,68+2,70+2,70+2,70+2,68+2,65+2,63+2,63+2,63+2,65+2,18+2,https://cdn.sofifa.net/players/200/155/22_120.png,https://cdn.sofifa.net/teams/231/60.png,https://cdn.sofifa.net/flags/be.png,,https://cdn.sofifa.net/flags/be.png
1948,251470,https://sofifa.com/player/251470/charles-de-ketelaere/220002,C. De Ketelaere,Charles De Ketelaere,"LW, CAM, ST",75,85,12500000.0,19000.0,20,2001-03-10,192,79,231.0,Club Brugge KV,Belgian Jupiler Pro League,1.0,LW,90.0,,2018-07-01,2023.0,7,Belgium,,,,Left,4,4,1,High/High,Lean (185+),No,20000000.0,,"Early Crosser, Flair, Playmaker (AI)",72.0,72.0,75.0,77.0,62.0,71.0,74,74,71,77,72,79,71,68,74,81,69,75,76,71,55,72,61,83,72,71,57,59,73,75,58,74,68,59,54,11,8,14,8,8,,74+2,74+2,74+2,75,75,75,75,75,76+2,76+2,76+2,76+2,75+2,75+2,75+2,76+2,70+2,69+2,69+2,69+2,70+2,68+2,65+2,65+2,65+2,68+2,16+2,https://cdn.sofifa.net/players/251/470/22_120.png,https://cdn.sofifa.net/teams/231/60.png,https://cdn.sofifa.net/flags/be.png,,https://cdn.sofifa.net/flags/be.png
75,183277,https://sofifa.com/player/183277/eden-hazard/220002,E. Hazard,Eden Hazard,LW,85,85,52000000.0,240000.0,30,1991-01-07,175,74,243.0,Real Madrid CF,Spain Primera Division,1.0,LW,7.0,,2019-07-01,2024.0,7,Belgium,1325.0,LF,10.0,Right,4,4,4,Medium/Medium,Unique,Yes,106600000.0,#Dribbler,"Injury Prone, Finesse Shot, Flair, Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",84.0,80.0,82.0,88.0,35.0,63.0,77,78,61,85,82,89,83,79,81,88,86,82,87,79,89,82,55,77,61,77,54,41,83,84,87,89,34,27,22,11,12,6,8,8,,79+3,79+3,79+3,84,83,83,83,84,84+1,84+1,84+1,83+2,78+3,78+3,78+3,83+2,63+3,61+3,61+3,61+3,63+3,58+3,48+3,48+3,48+3,58+3,17+3,https://cdn.sofifa.net/players/183/277/22_120.png,https://cdn.sofifa.net/teams/243/60.png,https://cdn.sofifa.net/flags/es.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
25,192505,https://sofifa.com/player/192505/romelu-lukaku/220002,R. Lukaku,Romelu Lukaku Menama,ST,88,88,93500000.0,260000.0,28,1993-05-13,191,94,5.0,Chelsea,English Premier League,1.0,ST,9.0,,2021-08-12,2026.0,7,Belgium,1325.0,ST,9.0,Left,4,3,4,Medium/Medium,Unique,Yes,173000000.0,"#Poacher, #Strength, #Complete Forward","Speed Dribbler (AI), Power Header, Team Player",84.0,87.0,74.0,78.0,39.0,83.0,73,92,89,77,78,83,78,66,70,77,81,87,60,91,52,89,76,71,95,74,71,27,89,75,88,86,30,41,30,8,15,14,7,10,,87+1,87+1,87+1,81,84,84,84,81,80+3,80+3,80+3,80+3,74+3,74+3,74+3,80+3,61+3,59+3,59+3,59+3,61+3,58+3,57+3,57+3,57+3,58+3,19+3,https://cdn.sofifa.net/players/192/505/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
950,207421,https://sofifa.com/player/207421/leandro-trossard/220002,L. Trossard,Leandro Trossard,"LM, LW, ST",77,78,12500000.0,55000.0,26,1994-12-04,172,67,1808.0,Brighton & Hove Albion,English Premier League,1.0,CAM,11.0,,2019-07-01,2023.0,7,Belgium,1325.0,SUB,20.0,Right,4,4,1,High/Medium,Normal (170-185),Yes,24700000.0,#Acrobat,"Flair, Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",82.0,76.0,74.0,80.0,30.0,61.0,74,76,62,75,74,79,81,69,73,77,89,76,92,72,85,76,78,71,60,79,47,18,75,74,75,80,30,31,18,14,8,11,7,7,,74+2,74+2,74+2,77,76,76,76,77,77+1,77+1,77+1,76+2,70+2,70+2,70+2,76+2,55+2,52+2,52+2,52+2,55+2,51+2,43+2,43+2,43+2,51+2,16+2,https://cdn.sofifa.net/players/207/421/22_120.png,https://cdn.sofifa.net/teams/1808/60.png,https://cdn.sofifa.net/flags/gb-eng.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
1236,204529,https://sofifa.com/player/204529/michy-batshuayi/220002,M. Batshuayi,Michy Batshuayi Tunga,ST,76,76,8000000.0,88000.0,27,1993-10-02,185,78,327.0,Beşiktaş JK,Turkish Süper Lig,1.0,ST,9.0,Chelsea,,2022.0,7,Belgium,1325.0,SUB,23.0,Right,5,4,2,Medium/Low,Normal (185+),Yes,,,Flair,73.0,77.0,59.0,76.0,33.0,69.0,65,78,75,62,76,76,66,46,38,77,74,73,75,76,71,81,80,52,79,73,63,23,78,64,67,81,37,26,22,9,10,16,7,15,,76,76,76,73,74,74,74,73,71+2,71+2,71+2,70+2,61+2,61+2,61+2,70+2,52+2,48+2,48+2,48+2,52+2,49+2,48+2,48+2,48+2,49+2,18+2,https://cdn.sofifa.net/players/204/529/22_120.png,https://cdn.sofifa.net/teams/327/60.png,https://cdn.sofifa.net/flags/tr.png,https://cdn.sofifa.net/teams/1325/60.png,https://cdn.sofifa.net/flags/be.png
