,sofifa_id,player_url,short_name,long_name,player_positions,overall,potential,value_eur,wage_eur,age,dob,height_cm,weight_kg,club_team_id,club_name,league_name,league_level,club_position,club_jersey_number,club_loaned_from,club_joined,club_contract_valid_until,nationality_id,nationality_name,nation_team_id,nation_position,nation_jersey_number,preferred_foot,weak_foot,skill_moves,international_reputation,work_rate,body_type,real_face,release_clause_eur,player_tags,player_traits,pace,shooting,passing,dribbling,defending,physic,attacking_crossing,attacking_finishing,attacking_heading_accuracy,attacking_short_passing,attacking_volleys,skill_dribbling,skill_curve,skill_fk_accuracy,skill_long_passing,skill_ball_control,movement_acceleration,movement_sprint_speed,movement_agility,movement_reactions,movement_balance,power_shot_power,power_jumping,power_stamina,power_strength,power_long_shots,mentality_aggression,mentality_interceptions,mentality_positioning,mentality_vision,mentality_penalties,mentality_composure,defending_marking_awareness,defending_standing_tackle,defending_sliding_tackle,goalkeeping_diving,goalkeeping_handling,goalkeeping_kicking,goalkeeping_positioning,goalkeeping_reflexes,goalkeeping_speed,ls,st,rs,lw,lf,cf,rf,rw,lam,cam,ram,lm,lcm,cm,rcm,rm,lwb,ldm,cdm,rdm,rwb,lb,lcb,cb,rcb,rb,gk,player_face_url,club_logo_url,club_flag_url,nation_logo_url,nation_flag_url
6351,256692,https://sofifa.com/player/256692/moustapha-name/220002,M. Name,Moustapha Name,"CDM, CM",69,72,1600000.0,4000.0,26,1995-05-05,178,73,111817.0,Paris FC,French Ligue 2,2.0,LDM,5.0,,2020-06-29,2023.0,136,Senegal,,,,Right,4,2,1,Medium/High,Lean (170-185),No,2900000.0,,,68.0,56.0,67.0,67.0,64.0,73.0,61,53,53,69,43,65,54,69,70,69,67,68,65,65,70,62,59,83,72,59,66,66,62,69,56,66,65,65,61,12,12,6,6,10,,62+2,62+2,62+2,64,64,64,64,64,66+2,66+2,66+2,66+2,68+2,68+2,68+2,66+2,67+2,68+2,68+2,68+2,67+2,66+2,65+2,65+2,65+2,66+2,16+2,https://cdn.sofifa.net/players/256/692/22_120.png,https://cdn.sofifa.net/teams/111817/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/sn.png
238,209981,https://sofifa.com/player/209981/yassine-bounou/220002,Y. Bounou,Yassine Bounou,GK,82,82,20500000.0,29000.0,30,1991-04-05,192,78,481.0,Sevilla FC,Spain Primera Division,1.0,GK,13.0,,2020-09-04,2024.0,129,Morocco,,,,Left,2,1,1,Medium/Medium,Lean (185+),Yes,43100000.0,,"GK Long Throw, Comes For Crosses, Saves with Feet",,,,,,,15,14,14,39,13,20,12,19,44,12,37,34,47,80,29,57,48,43,69,19,25,12,10,60,24,57,20,18,15,82,79,76,81,84,36.0,29+2,29+2,29+2,28,30,30,30,28,33+2,33+2,33+2,31+2,35+2,35+2,35+2,31+2,28+2,32+2,32+2,32+2,28+2,27+2,28+2,28+2,28+2,27+2,81+1,https://cdn.sofifa.net/players/209/981/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/ma.png
601,220253,https://sofifa.com/player/220253/munir-el-haddadi/220002,Munir,Munir El Haddadi Mohamed,"LW, RW, ST",79,80,21000000.0,33000.0,25,1995-09-01,175,69,481.0,Sevilla FC,Spain Primera Division,1.0,SUB,11.0,,2019-01-11,2023.0,129,Morocco,,,,Left,3,4,2,High/Low,Lean (170-185),Yes,45700000.0,,"Speed Dribbler (AI), Chip Shot (AI)",79.0,78.0,75.0,82.0,35.0,66.0,73,79,77,80,80,82,81,67,62,83,82,76,83,78,79,78,66,72,66,77,58,25,78,76,66,80,38,27,25,9,12,6,13,16,,78+2,78+2,78+2,79,79,79,79,79,79+1,79+1,79+1,78+2,71+2,71+2,71+2,78+2,59+2,55+2,55+2,55+2,59+2,55+2,49+2,49+2,49+2,55+2,19+2,https://cdn.sofifa.net/players/220/253/22_120.png,https://cdn.sofifa.net/teams/481/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/ma.png
2783,223573,https://sofifa.com/player/223573/munir-mohand-mohamedi/220002,Munir,Munir Mohand Mohamedi,GK,73,73,1500000.0,9000.0,32,1989-05-10,190,89,101028.0,Atakaş Hatayspor,Turkish Süper Lig,1.0,GK,1.0,,2020-09-05,2022.0,129,Morocco,,,,Right,3,1,1,Medium/Medium,Normal (185+),No,3000000.0,,"Rushes Out Of Goal, Comes For Crosses",,,,,,,21,19,23,30,13,19,25,16,33,31,45,45,43,67,44,51,65,43,77,11,27,22,15,42,25,50,15,21,18,73,72,68,70,75,45.0,33+2,33+2,33+2,30,31,31,31,30,31+2,31+2,31+2,32+2,32+2,32+2,32+2,32+2,30+2,32+2,32+2,32+2,30+2,30+2,31+2,31+2,31+2,30+2,72+1,https://cdn.sofifa.net/players/223/573/22_120.png,https://cdn.sofifa.net/teams/101028/60.png,https://cdn.sofifa.net/flags/tr.png,,https://cdn.sofifa.net/flags/ma.png
95,235212,https://sofifa.com/player/235212/achraf-hakimi/220002,A. Hakimi,Achraf Hakimi Mouh,"RB, RWB",85,88,69500000.0,100000.0,22,1998-11-04,181,73,73.0,Paris Saint-Germain,French Ligue 1,1.0,RB,2.0,,2021-07-06,2026.0,129,Morocco,,,,Right,4,3,2,High/Medium,Lean (170-185),Yes,133800000.0,"#Speedster, #Acrobat","Solid Player, Dives Into Tackles (AI), Speed Dribbler (AI), Outside Foot Shot",95.0,71.0,78.0,83.0,76.0,78.0,86,73,68,81,60,84,68,55,73,83,95,95,86,84,79,77,80,91,73,70,75,78,78,75,46,80,75,78,76,10,8,14,6,8,,78+2,78+2,78+2,83,81,81,81,83,80+2,80+2,80+2,83+2,79+2,79+2,79+2,83+2,83+2,79+2,79+2,79+2,83+2,82+2,77+2,77+2,77+2,82+2,17+2,https://cdn.sofifa.net/players/235/212/22_120.png,https://cdn.sofifa.net/teams/73/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/ma.png
1445,244749,https://sofifa.com/player/244749/nayef-aguerd/220002,N. Aguerd,Nayef Aguerd,CB,76,80,9500000.0,36000.0,25,1996-03-30,188,76,74.0,Stade Rennais FC,French Ligue 1,1.0,LCB,6.0,,2020-08-14,2024.0,129,Morocco,,,,Left,3,2,2,Medium/Medium,Lean (185+),No,18800000.0,,Long Passer (AI),60.0,45.0,60.0,61.0,76.0,77.0,43,38,79,73,31,56,43,41,67,68,57,62,59,74,56,62,86,78,75,46,76,76,42,57,48,65,75,78,74,7,15,9,14,6,,58+2,58+2,58+2,56,58,58,58,56,60+2,60+2,60+2,59+2,65+2,65+2,65+2,59+2,69+2,73+2,73+2,73+2,69+2,70+2,76+2,76+2,76+2,70+2,17+2,https://cdn.sofifa.net/players/244/749/22_120.png,https://cdn.sofifa.net/teams/74/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/ma.png
3007,241775,https://sofifa.com/player/241775/jawad-el-yamiq/220002,J. El Yamiq,Jawad El Yamiq,CB,73,74,2800000.0,10000.0,29,1992-02-29,192,80,462.0,Real Valladolid CF,Spanish Segunda División,2.0,SUB,15.0,,2020-09-24,2024.0,129,Morocco,,,,Right,3,2,1,Medium/Medium,Lean (185+),No,4700000.0,,Dives Into Tackles (AI),68.0,46.0,49.0,60.0,73.0,77.0,35,37,78,63,30,55,35,25,66,60,69,68,72,71,67,67,84,73,80,52,74,75,35,37,41,67,72,71,68,15,12,10,10,8,,57+2,57+2,57+2,53,54,54,54,53,54+2,54+2,54+2,55+2,59+2,59+2,59+2,55+2,65+2,68+2,68+2,68+2,65+2,67+2,73+1,73+1,73+1,67+2,18+2,https://cdn.sofifa.net/players/241/775/22_120.png,https://cdn.sofifa.net/teams/462/60.png,https://cdn.sofifa.net/flags/es.png,,https://cdn.sofifa.net/flags/ma.png
15582,255125,https://sofifa.com/player/255125/azzedine-ounahi/220002,A. Ounahi,Azzedine Ounahi,CDM,60,73,575000.0,2000.0,21,2000-04-19,182,62,1530.0,Angers SCO,French Ligue 1,1.0,RES,18.0,,2021-07-26,2025.0,129,Morocco,,,,Right,3,2,1,Medium/Medium,Lean (170-185),No,1500000.0,,,60.0,44.0,57.0,57.0,59.0,50.0,47,44,51,64,37,54,52,51,57,59,58,61,60,59,65,52,63,55,41,36,64,56,44,55,54,47,58,64,60,14,13,6,8,7,,51+2,51+2,51+2,54,53,53,53,54,55+2,55+2,55+2,55+2,56+2,56+2,56+2,55+2,58+2,59+2,59+2,59+2,58+2,58+2,58+2,58+2,58+2,58+2,16+2,https://cdn.sofifa.net/players/255/125/22_120.png,https://cdn.sofifa.net/teams/1530/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/ma.png
494,236401,https://sofifa.com/player/236401/noussair-mazraoui/220002,N. Mazraoui,Noussair Mazraoui,RB,80,85,29500000.0,17000.0,23,1997-11-14,183,62,245.0,Ajax,Holland Eredivisie,1.0,RB,12.0,,2016-11-01,2022.0,129,Morocco,,,,Right,3,3,2,High/Low,Lean (170-185),Yes,43500000.0,,"Injury Prone, Flair, Technical Dribbler (AI)",82.0,61.0,74.0,81.0,75.0,71.0,74,63,65,81,56,82,67,33,73,81,81,83,86,77,67,67,69,82,66,54,69,78,73,76,37,76,74,75,78,12,7,13,12,12,,72+2,72+2,72+2,77,75,75,75,77,77+2,77+2,77+2,78+2,77+2,77+2,77+2,78+2,78+2,77+2,77+2,77+2,78+2,78+2,74+2,74+2,74+2,78+2,18+2,https://cdn.sofifa.net/players/236/401/22_120.png,https://cdn.sofifa.net/teams/245/60.png,https://cdn.sofifa.net/flags/nl.png,,https://cdn.sofifa.net/flags/ma.png
1335,224158,https://sofifa.com/player/224158/sofyan-amrabat/220002,S. Amrabat,Sofyan Amrabat,"CDM, CM",76,79,9500000.0,36000.0,24,1996-08-21,185,70,110374.0,Fiorentina,Italian Serie A,1.0,SUB,34.0,,2020-01-31,2024.0,129,Morocco,,,,Right,2,3,1,Low/High,Normal (185+),No,16900000.0,,,69.0,71.0,70.0,75.0,73.0,78.0,59,70,61,80,68,71,69,58,71,82,69,69,64,74,82,72,69,78,80,75,75,74,68,68,57,82,77,73,67,13,13,6,16,12,,72+2,72+2,72+2,72,73,73,73,72,73+2,73+2,73+2,72+2,75+2,75+2,75+2,72+2,73+2,75+2,75+2,75+2,73+2,72+2,73+2,73+2,73+2,72+2,20+2,https://cdn.sofifa.net/players/224/158/22_120.png,https://cdn.sofifa.net/teams/110374/60.png,https://cdn.sofifa.net/flags/it.png,,https://cdn.sofifa.net/flags/ma.png
4421,238490,https://sofifa.com/player/238490/ilias-chair/220002,I. Chair,Ilias Chair,"CAM, LW, LM",71,77,3000000.0,11000.0,23,1997-10-30,171,64,15.0,Queens Park Rangers,English League Championship,2.0,CAM,10.0,,2017-02-01,2025.0,129,Morocco,,,,Right,2,3,1,High/Medium,Normal (170-185),No,6300000.0,,"Long Shot Taker (AI), Outside Foot Shot, Technical Dribbler (AI)",75.0,65.0,68.0,73.0,31.0,48.0,62,64,40,72,54,71,64,61,67,71,76,74,86,69,82,70,45,74,41,69,33,22,66,72,39,62,34,34,22,11,15,10,6,13,,64+2,64+2,64+2,70,69,69,69,70,71+2,71+2,71+2,70+2,66+2,66+2,66+2,70+2,54+2,51+2,51+2,51+2,54+2,50+2,39+2,39+2,39+2,50+2,18+2,https://cdn.sofifa.net/players/238/490/22_120.png,https://cdn.sofifa.net/teams/15/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ma.png
2130,211381,https://sofifa.com/player/211381/sofiane-boufal/220002,S. Boufal,Sofiane Boufal,"LM, LW",74,74,4500000.0,21000.0,27,1993-09-17,175,67,1530.0,Angers SCO,French Ligue 1,1.0,LS,13.0,,2020-10-05,2024.0,129,Morocco,,,,Right,4,4,2,Medium/Low,Lean (170-185),Yes,9000000.0,,"Finesse Shot, Flair, Technical Dribbler (AI)",79.0,66.0,72.0,79.0,27.0,50.0,70,62,35,75,70,79,75,63,65,79,81,77,89,63,84,70,38,51,52,65,47,19,73,73,69,72,16,40,32,9,16,10,14,7,,66+2,66+2,66+2,74,72,72,72,74,74,74,74,73+1,67+2,67+2,67+2,73+1,54+2,50+2,50+2,50+2,54+2,49+2,39+2,39+2,39+2,49+2,17+2,https://cdn.sofifa.net/players/211/381/22_120.png,https://cdn.sofifa.net/teams/1530/60.png,https://cdn.sofifa.net/flags/fr.png,,https://cdn.sofifa.net/flags/ma.png
123,208670,https://sofifa.com/player/208670/hakim-ziyech/220002,H. Ziyech,Hakim Ziyech,"RW, CAM",84,84,42500000.0,170000.0,28,1993-03-19,181,65,5.0,Chelsea,English Premier League,1.0,SUB,22.0,,2020-07-01,2025.0,129,Morocco,,,,Left,2,5,3,High/High,Unique,Yes,78600000.0,"#Playmaker, #Crosser, #Complete Midfielder","Flair, Long Shot Taker (AI), Playmaker (AI), Outside Foot Shot, Technical Dribbler (AI)",78.0,76.0,87.0,83.0,50.0,65.0,88,73,52,86,74,83,90,78,89,85,79,77,85,84,78,83,35,79,58,77,73,52,82,89,67,79,44,56,40,11,7,11,8,14,,76+3,76+3,76+3,83,82,82,82,83,84,84,84,83+1,82+2,82+2,82+2,83+1,70+3,70+3,70+3,70+3,70+3,66+3,57+3,57+3,57+3,66+3,18+3,https://cdn.sofifa.net/players/208/670/22_120.png,https://cdn.sofifa.net/teams/5/60.png,https://cdn.sofifa.net/flags/gb-eng.png,,https://cdn.sofifa.net/flags/ma.png
2845,229010,https://sofifa.com/player/229010/selim-amallah/220002,S. Amallah,Selim Amallah,"CAM, CM, LW",73,78,4600000.0,12000.0,24,1996-11-15,186,82,232.0,Standard de Liège,Belgian Jupiler Pro League,1.0,SUB,19.0,,2019-07-01,2023.0,129,Morocco,,,,Right,3,3,1,High/Medium,Normal (185+),No,7200000.0,,"Long Shot Taker (AI), Technical Dribbler (AI)",68.0,75.0,72.0,74.0,64.0,77.0,70,70,64,74,74,78,72,75,75,74,69,68,71,70,58,81,69,76,78,80,80,68,71,68,77,72,62,65,60,13,10,10,8,14,,72+2,72+2,72+2,72,73,73,73,72,73+2,73+2,73+2,72+2,73+2,73+2,73+2,72+2,69+2,70+2,70+2,70+2,69+2,68+2,68+2,68+2,68+2,68+2,18+2,https://cdn.sofifa.net/players/229/010/22_120.png,https://cdn.sofifa.net/teams/232/60.png,https://cdn.sofifa.net/flags/be.png,,https://cdn.sofifa.net/flags/ma.png
6283,248564,https://sofifa.com/player/248564/zakaria-aboukhlal/220002,Z. Aboukhlal,Zakaria Aboukhlal,"RW, LW, ST",69,79,3100000.0,5000.0,21,2000-02-18,179,74,1906.0,AZ Alkmaar,Holland Eredivisie,1.0,RW,7.0,,2019-08-27,2023.0,129,Morocco,,,,Left,3,4,1,High/Medium,Normal (170-185),No,5300000.0,,"Flair, Outside Foot Shot, Technical Dribbler (AI)",84.0,67.0,61.0,72.0,29.0,58.0,60,68,48,63,54,73,67,52,54,68,87,81,85,61,76,71,42,64,59,67,52,20,60,65,62,64,28,29,33,10,6,10,5,12,,65+2,65+2,65+2,69,68,68,68,69,67+2,67+2,67+2,67+2,60+2,60+2,60+2,67+2,52+2,47+2,47+2,47+2,52+2,49+2,41+2,41+2,41+2,49+2,14+2,https://cdn.sofifa.net/players/248/564/22_120.png,https://cdn.sofifa.net/teams/1906/60.png,https://cdn.sofifa.net/flags/nl.png,,https://cdn.sofifa.net/flags/ma.png
1480,162328,https://sofifa.com/player/162328/remko-pasveer/220002,R. Pasveer,Remko Pasveer,GK,75,75,625000.0,8000.0,37,1983-11-08,188,88,245.0,Ajax,Holland Eredivisie,1.0,SUB,32.0,,2021-07-01,2023.0,34,Netherlands,,,,Right,4,1,1,Medium/Medium,Normal (185+),No,875000.0,,Comes For Crosses,,,,,,,15,12,16,37,18,17,18,14,52,34,46,44,42,70,36,64,65,35,70,16,30,13,15,59,28,57,14,18,20,74,72,85,77,74,45.0,33+2,33+2,33+2,31,34,34,34,31,36+2,36+2,36+2,34+2,38+2,38+2,38+2,34+2,29+2,34+2,34+2,34+2,29+2,28+2,29+2,29+2,29+2,28+2,74+1,https://cdn.sofifa.net/players/162/328/22_120.png,https://cdn.sofifa.net/teams/245/60.png,https://cdn.sofifa.net/flags/nl.png,,https://cdn.sofifa.net/flags/nl.png
1062,232229,https://sofifa.com/player/232229/justin-bijlow/220002,J. Bijlow,Justin Bijlow,GK,77,85,20000000.0,8000.0,23,1998-01-22,188,76,246.0,Feyenoord,Holland Eredivisie,1.0,GK,1.0,,2015-07-01,2025.0,34,Netherlands,105035.0,GK,1.0,Right,2,1,1,Medium/Medium,Normal (185+),No,34000000.0,,"Injury Prone, Comes For Crosses",,,,,,,10,10,11,33,10,11,10,10,44,21,58,55,56,75,32,58,67,30,70,10,22,10,10,58,16,54,16,12,14,80,75,77,73,78,57.0,30+2,30+2,30+2,29,31,31,31,29,33+2,33+2,33+2,31+2,33+2,33+2,33+2,31+2,26+2,29+2,29+2,29+2,26+2,26+2,26+2,26+2,26+2,26+2,76+2,https://cdn.sofifa.net/players/232/229/22_120.png,https://cdn.sofifa.net/teams/246/60.png,https://cdn.sofifa.net/flags/nl.png,https://cdn.sofifa.net/teams/105035/60.png,https://cdn.sofifa.net/flags/nl.png
